GEOID,GEOID2,NAME,Median_age,Total_population,Median_income,Renters_occupied_percentage,Bachelors_percentage,Highschool_graduate_percentage,Below_highschool_percentage,White_alone_percentage,Black_or_African_American_percentage,Hispanic_or_Latino_percentage,American_Indian_and_Alaska_Native_percentage,Asian_percentage,Native_Hawaiian_and_other_Pacific_Island_percentage,Some_other_race_alone_percentage,Two_or_more_races_percentage,White_alone_not_hispanic_or_latino_percentage,EDUC_PERCENT_SUM,RACE_PERCENT_SUM
01,001,"Autauga County, Alabama",38.6,55639,29611,24.36061036323442,11.358938873811535,21.351929402038138,7.679864843005806,75.7562141663222,19.529466740955083,2.877478028001941,0.27858157048113735,1.1664479951113427,0.04313521091320836,0.6721903700641636,2.5539639461528783,2.877478028001941,29.031794245043944,105.75495605600389
01,003,"Baldwin County, Alabama",43.2,218289,30558,20.718405416672393,14.404756996458822,19.3651535349926,6.79053914764372,85.43902807745695,8.774148033112066,4.556803137125554,0.693575947482466,0.9313341487660853,0.004581082876370316,1.5566519613906336,2.6006807489154284,4.556803137125554,26.15569268263632,109.11360627425111
01,005,"Barbour County, Alabama",40.1,25026,19111,33.05362423079997,5.178614241189163,25.417565731639097,17.96931191560777,46.29984815791577,47.66642691600735,4.4353871973147925,0.35163430032765924,0.48749300727243666,0.003995844321905219,3.104771038120355,2.085830736034524,4.4353871973147925,43.38687764724686,108.87077439462959
01,007,"Bibb County, Alabama",39.9,22374,22100,20.79646017699115,5.287387145794225,32.207026012335746,13.658711003843745,76.59783677482793,22.548493787431838,2.681684097613301,0.053633681952266025,0.25029051577724143,0,0.04022526146419952,0.5095199785465273,2.681684097613301,45.865737016179494,105.3633681952266
01,009,"Blount County, Alabama",41,57755,26998,20.088304042940006,6.129339451129772,24.197039217383775,11.839667561250108,93.967621850922,1.3990130724612586,9.284044671457018,0.09522985022941736,0.4086226300753181,0.09522985022941736,1.7955155397801057,2.2387672063024846,9.284044671457018,36.036706778633885,118.56808934291404
01,011,"Bullock County, Alabama",39.7,10173,21481,30.630099282414236,4.059766047380321,27.61230708738818,16.710901405681707,26.17713555490023,68.61299518332842,8.099872210753958,0,1.3467020544578787,0,3.1259215570628136,0.7372456502506636,8.099872210753958,44.323208493069885,116.19974442150792
01,013,"Butler County, Alabama",41.2,19726,20952,27.45107979316638,7.076954273547602,32.57122579336916,9.560985501368751,51.622224475311775,44.58582581364696,1.4701409307512927,0.3345837980330528,1.3231268376761636,0,0.49680624556423,1.6374328297678191,1.4701409307512927,42.132211294737914,102.94028186150258
01,015,"Calhoun County, Alabama",39.5,114324,25191,28.820720058780307,7.256569049368461,23.79465379098002,10.310171092683952,73.30131905811554,21.15916168083692,3.85395892376054,0.31314509639270843,0.8091039501766909,0.28602918022462476,1.6365767467898256,2.4946642874636997,3.85395892376054,34.10482488366397,107.70791784752109
01,017,"Chambers County, Alabama",41.9,33427,23436,31.369850719478265,7.452059712208693,26.412780087952854,12.385197594758727,56.88515272085441,40.00358991234631,2.5219134232805818,0.24231908337571423,1.1009064528674424,0.026924342597301584,0.7897807161875131,0.9513267717713226,2.5219134232805818,38.79797768271158,105.04382684656117
01,019,"Cherokee County, Alabama",46.8,26035,24325,18.686383714230843,4.616861916650663,28.78816977146149,12.629153063184177,92.06836950259266,4.801229114653351,1.6593047820241982,0.5761474937584021,0.0998655655847897,0,0.8142884578452084,1.640099865565585,1.6593047820241982,41.41732283464567,103.31860956404839
01,021,"Chilton County, Alabama",39.5,44147,25602,24.210025596303257,5.597209323396833,29.605635717036265,12.424400299001064,82.13468638865609,9.667701089541758,7.7536412440256415,1.1416404285681925,0.4417061181960269,0,3.5585657009536322,3.0557002740843093,7.7536412440256415,42.03003601603733,115.50728248805129
01,023,"Choctaw County, Alabama",46.6,12755,21793,19.270874166993334,5.9662877303018425,26.2328498627989,12.567620540964327,56.863974911799296,42.32065856526852,0.5409643277146217,0.054880439043512357,0.1960015680125441,0,0.0862406899255194,0.47824382595060766,0.5409643277146217,38.80047040376323,101.08192865542925
01,025,"Clarke County, Alabama",42.9,23866,21952,20.430738288779015,5.870275706025308,29.08740467610827,12.167937651889718,52.459565909662274,45.70937735690941,0.5866085644850414,0.07542110114807676,0.45671666806335376,0,0.19693287521997824,1.1019860889968993,0.5866085644850414,41.25534232799799,101.17321712897007
01,027,"Clay County, Alabama",43.4,13285,23105,21.272111403838917,5.336846066992849,28.234851336093335,13.21791494166353,83.31200602182913,15.318027850959728,3.08618742943169,0.1505457282649605,0.24840045163718477,0,0.04516371847948814,0.925856228829507,3.08618742943169,41.452766277756865,106.17237485886338
01,029,"Cleburne County, Alabama",43.1,14952,26221,20.318352059925093,7.497324772605672,27.046548956661315,12.55350454788657,93.33199571963617,2.6350989834135903,2.541466024612092,0.1404494382022472,0.006688068485821294,0,1.879347244515784,2.0064205457463884,2.541466024612092,39.60005350454789,105.08293204922418
01,031,"Coffee County, Alabama",39.5,52238,27683,33.39522952639841,9.558176040430338,18.905777403422796,9.874038056587159,74.6850951414679,17.048891611470577,7.678318465484896,1.0011868754546498,1.6137677552739385,0,1.292162793368812,4.358895822964126,7.678318465484896,28.779815460009956,115.35663693096978
01,033,"Colbert County, Alabama",42.5,54957,26121,25.554524446385358,7.756973633931984,26.29692304892916,10.171588696617356,78.75065960660153,16.210855759957784,2.894990629037247,0.5695361828338519,0.5131284458758666,0.10371745182597303,1.792310351729534,2.0597922011754646,2.894990629037247,36.468511745546515,105.7899812580745
01,035,"Conecuh County, Alabama",45.2,12219,21238,24.584663229396842,5.94975038873885,33.75890007365578,10.868319829773304,50.54423438906621,48.05630575333497,0.4828545707504706,0.1636795155086341,0.5728783042802194,0,0,0.6629020378099681,0.4828545707504706,44.627219903429086,100.96570914150094
01,037,"Coosa County, Alabama",49,10696,22108,18.520942408376964,6.161181750186985,32.55422587883321,13.032909498878084,65.93118922961855,32.26439790575916,1.280852655198205,0.2991772625280479,0,0,0.6357516828721017,0.8694839192221391,1.280852655198205,45.58713537771129,102.56170531039642
01,039,"Covington County, Alabama",43.3,37096,25808,22.8676946301488,6.61796420099202,26.47994392926461,10.416217381927972,84.267845589821,12.688699590252316,1.7710804399396163,0.2102652577097261,0.6604485658831141,0.08626266982963122,0.3585292214794048,1.7279491050248004,1.7710804399396163,36.896161311192586,103.54216087987922
01,041,"Crenshaw County, Alabama",42.3,13826,22230,23.52090264718646,9.192825112107624,26.739476348907854,14.83437002748445,71.53189642702156,23.62939389555909,2.205988716910169,0.7522059887169101,1.3235932301461015,0.05786199913207002,0.4194994937075076,2.2855489657167656,2.205988716910169,41.573846376392304,104.41197743382035
01,043,"Cullman County, Alabama",41.2,83345,25472,23.4255204271402,7.065810786489892,22.493250944867718,12.360669506269122,93.94084828124063,1.1314415981762553,4.410582518447417,0.3539504469374287,0.36474893514907913,0,0.9094726738256644,3.299538064670946,4.410582518447417,34.853920451136844,108.82116503689484
01,045,"Dale County, Alabama",37.8,49293,24824,42.77686486925121,8.536709066196012,21.0131255959264,9.98721928062808,71.58420059643356,20.678392469519,6.664232243929158,0.8378471588257966,1.3795062179214086,0,2.1930091493721218,3.3270444079281036,6.664232243929158,31.00034487655448,113.32846448785831
01,047,"Dallas County, Alabama",39.6,38184,20938,39.84653257909072,6.898177247014456,24.295516446679237,10.766289545359314,27.220825476639433,71.46972553949298,0.28284098051539913,0.1257071024512885,0.6547244919337942,0.028807877645086945,0.002618897967735177,0.4975906138696837,0.28284098051539913,35.06180599203855,100.5656819610308
01,049,"DeKalb County, Alabama",39.6,71430,23282,25.639087218255636,5.832283354332914,22.132157356852865,14.86070278594428,84.77390452190956,1.5301693966120677,14.741705165896683,1.1899762004759906,0.10639787204255916,0.12879742405151898,8.75822483550329,3.512529749405012,14.741705165896683,36.99286014279714,129.48341033179335
01,051,"Elmore County, Alabama",38.7,81526,31019,22.21254569094522,11.709148001864436,22.02732870495302,8.847484238157152,74.91229791722887,21.134362044010498,2.976964403993818,0.2956112160537743,0.9187253146235556,0,0.7212423030689595,2.0177612050143514,2.976964403993818,30.87481294311017,105.95392880798764
01,053,"Escambia County, Alabama",39.4,36775,22747,31.31475186947655,6.123725356900068,30.063902107409923,13.73215499660095,61.88171312032631,32.01631543167913,2.4146838885112167,3.7824609109449354,0.28008157715839566,0.11692726036709722,0.3725356900067981,1.549966009517335,2.4146838885112167,43.79605710401087,104.82936777702244
01,055,"Etowah County, Alabama",41.3,102721,24321,25.695816824213157,7.55833763300591,23.465503645797842,10.310452585157854,79.14447873365718,16.081424440961438,4.076089601931445,0.5149871983333496,0.7865967036925263,0.002920532315690073,1.2655640034656983,2.2040283875741085,4.076089601931445,33.7759562309557,108.15217920386289
01,057,"Fayette County, Alabama",43.9,16406,21245,22.638059246617093,6.430574180177984,30.07436303791296,11.148360355967329,84.62757527733757,12.208947945873462,0.54248445690601,0,0.6582957454589785,0.02438132390588809,0.0060953309764720225,2.474704376447641,0.54248445690601,41.22272339388029,101.08496891381203
01,059,"Franklin County, Alabama",39.2,31587,24061,28.461075759014786,6.850919682147719,26.03286162028683,14.22420616076234,82.36616329502644,3.9288314813056004,17.67815873618894,1.032070155443695,0.8642796086997816,0.018995156235160033,10.051603507772185,1.738056795517143,17.67815873618894,40.25706778104917,135.3563174723779
01,061,"Geneva County, Alabama",43.6,26383,22168,27.536671341394083,5.499753629230944,25.588447106091046,12.883296061858015,85.95686616381761,10.150475685100254,4.0745934882310575,1.1825796914679907,0.15919342000530645,0.03790319523935868,1.008224993366941,1.5047568510025395,4.0745934882310575,38.47174316794906,108.14918697646212
01,063,"Greene County, Alabama",44.6,8221,18127,31.334387544094394,4.038438146210923,27.989295706118476,13.38036735190366,17.39447755747476,78.93200340591169,2.688237440700645,0.4622308721566719,0,0,0.47439484247658437,2.7368933219802947,2.688237440700645,41.369663058022134,105.3764748814013
01,065,"Hale County, Alabama",40.8,14754,18364,20.279246306086485,7.204825809949844,25.281279652975464,13.13542090280602,38.41670055578149,59.14328317744341,0.06777822963264199,0,0.18977904297139758,0,0.10166734444896298,2.1485698793547514,0.06777822963264199,38.41670055578148,100.13555645926529
01,067,"Henry County, Alabama",44.7,17123,24649,15.68066343514571,8.801027857268002,23.015826665887985,13.928634001051218,70.04613677509782,26.589966711440756,2.645564445482684,0.1985633358640425,0.4263271622963266,0.21024353209133914,0.8468142264790048,1.6819482567307131,2.645564445482684,36.94446066693921,105.29112889096537
01,069,"Houston County, Alabama",40.2,105319,26243,33.83909835832091,9.59845801802144,21.80803083963957,9.080982538763188,68.22795506983546,27.228705171906302,3.3716613336624923,0.27535392474292386,0.9456983070481109,0.01519194067547166,0.6475564712919796,2.6595391144997578,3.3716613336624923,30.88901337840276,106.74332266732499
01,071,"Jackson County, Alabama",43,51765,24231,21.099198300009657,7.615184004636337,28.013136288998357,11.853569013812422,91.20254998551145,3.6858881483627934,2.9769149038925917,1.0798802279532502,0.42499758524099296,0.0676132521974307,0.8596542065101903,2.6794165942238966,2.9769149038925917,39.86670530281078,105.9538298077852
01,073,"Jefferson County, Alabama",37.9,658615,30328,33.09034868625829,14.308966543428255,17.993364864146734,6.48178374315799,51.41759601588182,42.89881038239336,3.910782475345991,0.17567167465059255,1.5816524069448767,0.028392915436180468,1.6636426440333123,2.2342339606598696,3.910782475345991,24.475148607304725,107.821564950692
01,075,"Lamar County, Alabama",44.3,13854,22595,21.56056012703912,4.987729175689331,29.060199220441753,12.068716616139744,87.42601414753862,11.007651219864298,1.73235166738848,0.08661758336942399,0.151580770896492,0,0.3609065973726,0.9672296809585679,1.73235166738848,41.1289158365815,103.46470333477697
01,077,"Lauderdale County, Alabama",41.3,92870,26424,27.82060945407559,11.030472703779477,24.074512759771725,7.856142995585226,85.94271562399052,10.244427694626898,2.7586949499300095,0.36394960697749545,0.6256056853666415,0.06891353504899321,0.30903413373532895,2.4453537202541185,2.7586949499300095,31.930655755356952,105.51738989986002
01,079,"Lawrence County, Alabama",42.6,32969,25519,21.8326306530377,7.234068367254087,28.159786466074195,13.640086141526888,78.24926446055386,10.67669629045467,2.259698504655889,5.966210682762595,0.12132609420971216,0.06672935181534169,0.49440383390457704,4.425369286299251,2.259698504655889,41.79987260760108,104.51939700931179
01,081,"Lee County, Alabama",32.4,163461,26380,31.827775432672013,12.190063684915668,13.552468172836335,5.853995754338955,69.67655893454709,22.709392454469263,3.727494631747022,0.2128948189476389,4.362508488263255,0.004282367047797334,0.7549201338545586,2.2794428028704092,3.727494631747022,19.406463927175288,107.45498926349406
01,083,"Limestone County, Alabama",40,96921,29303,21.05735599096171,12.249151370703975,20.574488500944067,10.330062628326163,78.89827797897256,13.54505215587953,6.025525943809907,0.9254960225338162,1.4568566151814364,0.044366030065723636,2.1099658484745305,3.019985348892397,6.025525943809907,30.90455112927023,112.0510518876198
01,085,"Lowndes County, Alabama",42.5,9936,20328,24.526972624798713,5.605877616747182,28.5829307568438,12.34903381642512,24.798711755233494,74.8792270531401,0.40257648953301123,0.12077294685990338,0,0,0,0.20128824476650561,0.40257648953301123,40.93196457326892,100.80515297906602
01,087,"Macon County, Alabama",38.7,18437,19505,31.78933665997722,7.116125183055812,19.807994793079136,10.636220643271683,16.271627705158107,82.23680642186906,0.4339100721375495,0.08135813852579053,0.19525953246189726,0,0.06508651082063242,1.149861691164506,0.4339100721375495,30.444215436350817,100.8678201442751
01,089,"Madison County, Alabama",38.5,367686,34448,27.68340377387227,18.448893893158836,13.364664414745189,5.722817839134478,67.28295338957697,24.599522418585423,5.007533602040872,0.5640682538905479,2.631593261641727,0.08322318500024478,1.5564911364588263,3.2821483548462544,5.007533602040872,19.087482253879667,110.01506720408175
01,091,"Marengo County, Alabama",41.8,19138,23742,29.647821088933014,6.782317901557111,26.00585223116313,9.906991326157383,46.58271501724318,51.766119761730586,2.586477165848051,0.12540495349566308,0.04702685756087365,0,0.224683875013063,1.254049534956631,2.586477165848051,35.912843557320514,105.1729543316961
01,093,"Marion County, Alabama",44.5,29818,20853,21.617814742772822,5.707961633912402,24.6327721510497,13.501911597021934,92.2865383325508,3.7829498960359516,2.5689181031591657,0.45610034207525657,0.06036622174525455,0,1.6131195921926351,1.8009256154000939,2.5689181031591657,38.13468374807164,105.13783620631833
01,095,"Marshall County, Alabama",39.2,96137,25730,28.634136700749973,9.400126902233271,20.79116261168957,11.1569947054724,90.27117550994934,2.9395550100377585,14.142317734067008,0.38590761101344956,0.6397120775559878,0.03744656063742368,2.002350811862238,3.7238524189437987,14.142317734067008,31.948157317161968,128.284635468134
01,097,"Mobile County, Alabama",38.1,413977,26718,33.41997260717383,10.939255079388468,22.66792599588866,8.581877737168973,58.00660423163606,36.10780309050986,2.8972624082980456,0.663804993997251,1.8667703761320074,0.014735118134582354,1.1133468767588537,2.2269353128313893,2.8972624082980456,31.249803733057632,105.7945248165961
